CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11291,JENNA,WRIGHT,5/5/1961,M,F,"$130,000 ",1,Bachelors,Management,Y
11292,SETH,PHILLIPS,11/5/1961,S,M,"$150,000 ",1,Partial College,Professional,N
11293,LUKE,LONG,5/27/1955,S,M,"$60,000 ",2,High School,Professional,N
11294,DALTON,CLARK,9/3/1955,M,M,"$60,000 ",2,High School,Professional,N
11295,TAYLOR,LEWIS,5/16/1954,S,F,"$80,000 ",2,Partial High School,Skilled Manual,Y
11296,HALEY,RICHARDSON,10/7/1935,S,F,"$50,000 ",2,Graduate Degree,Management,Y
11297,NOAH,COLEMAN,2/2/1935,S,M,"$70,000 ",4,Graduate Degree,Management,Y
11298,JON,LUO,3/3/1935,M,M,"$70,000 ",4,Graduate Degree,Management,Y
11299,ORLANDO,VAZQUEZ,4/1/1936,M,M,"$70,000 ",4,Graduate Degree,Management,Y
11300,FERNANDO,BARNES,3/3/1960,M,M,"$80,000 ",5,Partial College,Professional,N
11301,CAMERON,RODRIGUEZ,6/9/1960,M,M,"$80,000 ",5,Partial College,Professional,Y
11302,SPENCER,RUSSELL,12/12/1960,S,M,"$90,000 ",4,High School,Professional,N
11303,JULIA,COLEMAN,10/11/1960,S,F,"$90,000 ",4,High School,Professional,N
11304,JULIA,GARCIA,3/17/1960,M,F,"$100,000 ",0,Partial College,Professional,Y
11305,SEAN,EVANS,6/19/1960,M,M,"$110,000 ",3,Partial College,Professional,N
11306,MICAH,ZHOU,6/22/1960,M,M,"$110,000 ",3,Partial College,Professional,N
11307,HUNTER,RODRIGUEZ,11/4/1954,M,M,"$80,000 ",2,Partial High School,Skilled Manual,Y
11308,IAN,GONZALES,3/5/1954,M,M,"$60,000 ",2,High School,Professional,N
11309,VICTORIA,LEWIS,6/12/1954,S,F,"$60,000 ",2,High School,Professional,Y
11310,ERIN,SANDERS,7/9/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y
11311,GABRIELLE,LOPEZ,8/24/1953,S,F,"$70,000 ",3,Graduate Degree,Management,N
11312,SARA,RICHARDSON,4/3/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y
11313,TREVOR,JENKINS,2/27/1953,S,M,"$70,000 ",3,Graduate Degree,Management,Y
11315,HAILEY,WARD,10/1/1953,S,F,"$70,000 ",3,Graduate Degree,Management,N
11316,LUKE,ALLEN,11/17/1953,M,M,"$60,000 ",3,Graduate Degree,Management,Y
11317,VICTORIA,RUSSELL,9/17/1952,S,F,"$40,000 ",3,Partial College,Professional,N
11318,JESSICA,WILSON,10/26/1952,S,F,"$40,000 ",3,Partial College,Professional,N
11319,JADE,BAILEY,4/27/1937,M,F,"$70,000 ",4,Graduate Degree,Management,N
11320,MORGAN,HILL,6/26/1937,M,F,"$80,000 ",4,Graduate Degree,Management,Y
11321,TERRANCE,RAMAN,7/8/1938,M,M,"$90,000 ",5,Bachelors,Management,Y
11322,SYDNEY,GARCIA,3/15/1938,M,F,"$90,000 ",5,Bachelors,Management,Y
11323,JOSE,PATTERSON,6/20/1938,S,M,"$120,000 ",2,Graduate Degree,Management,Y
11324,ZACHARY,ANDERSON,5/14/1939,M,M,"$90,000 ",5,Bachelors,Management,Y
11325,ELIJAH,ROSS,7/2/1939,S,M,"$90,000 ",5,Bachelors,Management,Y
11326,RAFAEL,XIE,6/26/1939,M,M,"$130,000 ",2,Bachelors,Management,Y
11327,JAIME,MORENO,3/4/1940,M,M,"$90,000 ",5,Bachelors,Management,Y
11328,JULIAN,GRIFFIN,1/1/1940,M,M,"$90,000 ",5,Bachelors,Management,Y
11329,ANDY,ALVAREZ,7/25/1940,S,M,"$90,000 ",5,Bachelors,Management,Y
11330,RYAN,THOMPSON,5/13/1940,M,M,"$110,000 ",2,Graduate Degree,Management,Y
11331,SAMANTHA,JENKINS,7/6/1968,M,F,"$90,000 ",4,Partial College,Skilled Manual,Y
11332,DEANNA,RAMOS,10/4/1962,S,F,"$10,000 ",1,Graduate Degree,Manual,Y
11333,EMILY,MILLER,7/10/1962,M,F,"$20,000 ",1,Graduate Degree,Clerical,Y
11334,NICOLE,BROWN,3/22/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y
11335,CARLA,RAMAN,6/24/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y
11336,SHAUN,RAJI,3/12/1962,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y
11337,JEROME,ROMERO,9/21/1961,M,M,"$10,000 ",1,Bachelors,Manual,Y
11338,FRANK,NAVARRO,8/10/1961,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y
11339,DENNIS,SHE,7/8/1961,S,M,"$20,000 ",1,Graduate Degree,Clerical,Y
11340,MELODY,MUNOZ,4/6/1936,M,F,"$10,000 ",1,Graduate Degree,Clerical,Y
11341,RANDY,ZENG,8/21/1936,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y
11342,MARSHALL,WANG,3/11/1962,M,M,"$30,000 ",5,Graduate Degree,Clerical,Y
11343,ARTHUR,CARLSON,9/13/1958,M,M,"$10,000 ",1,Bachelors,Manual,Y
11344,JESSIE,JIMENEZ,7/24/1957,M,F,"$10,000 ",1,Partial College,Manual,Y
11345,ROBIN,RAMOS,3/12/1957,S,F,"$10,000 ",1,Partial College,Manual,Y
11346,DEANNA,GUTIERREZ,5/22/1955,S,F,"$10,000 ",2,Partial College,Manual,Y
11347,ROY,NAVARRO,12/23/1955,M,M,"$10,000 ",2,Partial College,Manual,Y
11348,SHAWN,RAI,9/22/1955,M,M,"$10,000 ",2,Partial College,Manual,Y
11349,MINDY,LUO,9/3/1954,M,F,"$10,000 ",2,Partial College,Manual,Y
11350,CARA,ZHOU,1/14/1937,M,F,"$30,000 ",1,Graduate Degree,Clerical,Y
11351,ANNE,RAMOS,4/6/1939,S,F,"$20,000 ",1,Bachelors,Clerical,Y
11352,RAYMOND,RODRIGUEZ,3/7/1940,M,M,"$10,000 ",2,Partial College,Manual,Y
11353,CARRIE,ORTEGA,6/11/1941,S,F,"$30,000 ",1,Bachelors,Clerical,Y
11354,DEANNA,SUAREZ,2/23/1942,M,F,"$20,000 ",1,Partial College,Manual,Y
11355,ROBERTO,GUTIERREZ,12/28/1942,M,M,"$40,000 ",1,Graduate Degree,Clerical,Y
11356,TERRENCE,CARSON,5/27/1980,S,M,"$10,000 ",0,Partial College,Manual,N
11357,RAMON,YE,3/23/1979,S,M,"$10,000 ",0,Partial College,Manual,N
11358,CYNTHIA,MALHOTRA,11/11/1978,S,F,"$10,000 ",0,Partial College,Manual,N
11359,JARROD,PRASAD,9/4/1978,S,M,"$10,000 ",0,Partial College,Manual,N
11360,TYRONE,SERRANO,8/2/1978,S,M,"$10,000 ",0,Partial College,Manual,Y
11361,CINDY,RAMOS,4/28/1977,M,F,"$10,000 ",0,High School,Manual,Y
11362,DAMIEN,SHAN,11/11/1977,M,M,"$10,000 ",0,High School,Manual,N
11363,JULIAN,ROSS,10/20/1977,S,M,"$10,000 ",0,High School,Manual,N
11365,BRITTNEY,SUN,6/9/1979,S,F,"$10,000 ",1,High School,Manual,N
11366,VIRGINIA,PATEL,10/25/1979,M,F,"$20,000 ",0,Bachelors,Clerical,Y
11367,CALVIN,NARA,2/22/1979,M,M,"$20,000 ",0,Bachelors,Clerical,Y
11368,EDWARD,MILLER,11/25/1978,S,M,"$10,000 ",1,High School,Manual,N
11369,ASHLEE,TANG,8/4/1978,M,F,"$20,000 ",0,Bachelors,Clerical,N
11370,ALICIA,XU,4/1/1978,M,F,"$20,000 ",0,Bachelors,Clerical,Y
11371,LACEY,JAI,5/27/1978,M,F,"$20,000 ",0,Bachelors,Clerical,Y
11372,WENDY,ROMERO,5/15/1978,S,F,"$20,000 ",0,Bachelors,Clerical,Y
11373,CARLY,LUO,9/20/1943,M,F,"$30,000 ",1,Bachelors,Clerical,Y
11374,JIMMY,ORTEGA,6/28/1943,S,M,"$30,000 ",1,Bachelors,Clerical,Y
11375,FRANCISCO,MARTINEZ,5/9/1943,M,M,"$30,000 ",1,Bachelors,Clerical,Y
11376,LANCE,VAZQUEZ,6/10/1943,S,M,"$40,000 ",1,Graduate Degree,Clerical,Y
11377,DAVID,ROBINETT,2/23/1961,M,M,"$30,000 ",4,Graduate Degree,Clerical,Y
11378,SHANNON,LIANG,5/22/1960,S,F,"$10,000 ",1,High School,Manual,N
11379,GARY,VAZQUEZ,11/18/1959,M,M,"$10,000 ",1,High School,Manual,Y
11380,MITCHELL,KUMAR,3/2/1959,S,M,"$20,000 ",2,Partial College,Manual,Y
11381,MEREDITH,RAMAN,8/22/1959,M,F,"$20,000 ",2,Partial College,Manual,Y
11382,EDWARD,PATTERSON,1/19/1958,M,M,"$20,000 ",2,Partial College,Manual,Y
11384,TIFFANY,WANG,10/16/1960,M,F,"$30,000 ",3,Bachelors,Clerical,Y
11385,MIGUEL,ALLEN,8/11/1960,S,M,"$30,000 ",3,Bachelors,Clerical,Y
11387,MEGAN,RAMIREZ,6/2/1959,S,F,"$40,000 ",3,Graduate Degree,Clerical,Y
11388,JOSEPH,MARTIN,7/24/1959,M,M,"$40,000 ",3,Graduate Degree,Clerical,Y
11389,KARL,SHAN,4/24/1970,S,M,"$10,000 ",1,High School,Manual,N
11390,CHRISTINE,RAJI,10/19/1970,S,F,"$10,000 ",1,High School,Manual,N
11391,LINDSAY,XIE,12/27/1970,S,F,"$10,000 ",2,High School,Manual,Y
11392,WILLIE,ZHAO,2/7/1970,S,M,"$10,000 ",2,High School,Manual,Y
11393,KURT,PAL,1/17/1969,S,M,"$10,000 ",2,High School,Manual,Y
11394,GEORGE,MCDONALD,10/23/1969,S,M,"$10,000 ",2,High School,Manual,Y
11395,BETH,GUTIERREZ,10/18/1970,S,F,"$30,000 ",0,Bachelors,Clerical,Y
11396,IAN,LOPEZ,10/5/1969,M,M,"$10,000 ",2,High School,Manual,N
11397,LATOYA,SHAN,6/4/1969,S,F,"$20,000 ",0,Partial College,Manual,N
11398,COLIN,NATH,9/9/1969,S,M,"$30,000 ",0,Bachelors,Clerical,Y
11399,BRENDA,MEHTA,8/4/1969,S,F,"$30,000 ",1,Bachelors,Clerical,Y
11400,FRANKLIN,RAJI,4/19/1969,S,M,"$40,000 ",0,Graduate Degree,Clerical,Y
11401,LINDA,NAVARRO,8/26/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
11402,KELLI,CAI,11/20/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
11403,NANCY,SCHMIDT,1/9/1969,S,F,"$40,000 ",0,Graduate Degree,Clerical,Y
11404,MEGAN,TAYLOR,1/1/1952,S,F,"$10,000 ",3,Partial College,Manual,N
11405,BONNIE,GOEL,2/17/1952,S,F,"$10,000 ",3,Partial College,Manual,N
11406,LATOYA,XU,7/3/1952,M,F,"$20,000 ",2,Partial College,Manual,Y
11407,MARIO,SHE,4/2/1952,M,M,"$20,000 ",2,Partial College,Manual,Y
11408,DARREN,GILL,5/14/1953,M,M,"$10,000 ",2,High School,Manual,N
11409,JACQUELINE,HAYES,3/5/1968,S,F,"$10,000 ",2,High School,Manual,Y
11410,MAURICE,GOEL,8/25/1968,M,M,"$20,000 ",1,Partial College,Manual,Y
11411,DEVIN,ROSS,2/12/1954,M,M,"$80,000 ",3,Partial College,Professional,N
11412,SYDNEY,BRYANT,4/9/1954,S,F,"$80,000 ",4,Partial College,Professional,Y
11413,MEGAN,STEWART,4/15/1954,M,F,"$80,000 ",4,Partial College,Professional,N
11414,IAN,RICHARDSON,3/18/1954,S,M,"$80,000 ",4,Partial College,Professional,Y
11415,RANDY,SHE,6/5/1944,S,M,"$90,000 ",5,Partial College,Professional,N
11416,KATRINA,BECKER,3/19/1945,M,F,"$60,000 ",3,Partial High School,Skilled Manual,Y
11417,LACEY,ZHENG,2/26/1945,M,F,"$70,000 ",5,High School,Professional,Y
11418,RAFAEL,HU,2/9/1945,S,M,"$90,000 ",5,Partial College,Professional,N
11419,KYLE,SCOTT,2/18/1945,M,M,"$150,000 ",3,Graduate Degree,Management,Y
11420,JORDAN,TURNER,7/12/1946,M,M,"$100,000 ",2,Bachelors,Management,Y
11421,AMY,SUN,7/19/1946,M,F,"$110,000 ",3,Bachelors,Management,Y
11422,DUSTIN,DENG,9/1/1946,M,M,"$170,000 ",4,Bachelors,Management,Y
11423,JASMINE,STEWART,11/5/1954,M,F,"$80,000 ",4,Partial College,Professional,N
11424,PAMELA,GARCIA,12/7/1953,M,F,"$80,000 ",4,Partial College,Professional,Y
11425,ARIANA,GRAY,8/6/1954,M,F,"$90,000 ",4,High School,Professional,Y
11426,KRISTOPHER,MEHTA,10/2/1953,M,M,"$110,000 ",3,Bachelors,Management,Y
11427,DESIREE,DOMINGUEZ,12/18/1953,M,F,"$110,000 ",2,Partial College,Professional,Y
11428,DEANNA,PEREZ,8/22/1953,S,F,"$120,000 ",2,Bachelors,Management,Y
11429,MARCO,LOPEZ,7/16/1952,M,M,"$80,000 ",4,Partial College,Professional,Y
11430,CASEY,YUAN,3/24/1952,M,F,"$90,000 ",4,High School,Professional,Y
11431,BRYANT,GARCIA,10/27/1952,M,M,"$110,000 ",4,Partial College,Professional,Y
11432,DOMINIQUE,PRASAD,9/11/1951,M,F,"$80,000 ",4,High School,Professional,Y
11433,MAURICE,SHAN,9/2/1951,M,M,"$80,000 ",5,High School,Professional,N
11434,ANDRE,LOPEZ,5/6/1951,M,M,"$170,000 ",5,Partial College,Professional,Y
11435,ROBIN,ROMERO,3/6/1950,S,F,"$100,000 ",3,Partial College,Management,Y
11436,TAYLOR,COX,9/18/1950,M,F,"$160,000 ",3,Partial College,Management,N
11437,ALFREDO,MORENO,12/17/1949,M,M,"$90,000 ",4,High School,Management,Y
11438,JENNY,NARA,10/14/1949,M,F,"$130,000 ",4,High School,Management,Y
11439,JANET,MUNOZ,5/17/1948,M,F,"$90,000 ",4,High School,Management,N
11440,SERGIO,WEBER,9/27/1947,M,M,"$80,000 ",5,Partial High School,Skilled Manual,N
11441,ERIKA,GOMEZ,6/12/1947,M,F,"$90,000 ",5,Partial High School,Skilled Manual,N
11442,JOSEPH,HARRIS,11/14/1947,M,M,"$90,000 ",5,Partial High School,Skilled Manual,Y
11443,GRACE,GRIFFIN,5/22/1976,S,F,"$60,000 ",0,Bachelors,Professional,N
11444,TINA,MEHTA,4/28/1976,M,F,"$70,000 ",0,Bachelors,Professional,Y
11445,KARI,KIM,7/21/1974,S,F,"$70,000 ",0,Bachelors,Professional,N
11446,BETHANY,CHANDER,8/12/1974,S,F,"$70,000 ",0,Bachelors,Professional,N
11447,JENNIFER,ROBERTS,8/16/1974,M,F,"$70,000 ",0,Bachelors,Professional,Y
11448,KYLE,PATTERSON,4/28/1975,S,M,"$80,000 ",0,Bachelors,Professional,Y
11449,ALVIN,HU,2/2/1975,M,M,"$80,000 ",0,Bachelors,Professional,Y
11450,BRETT,MEHTA,11/12/1975,S,M,"$130,000 ",4,High School,Management,Y
11451,RUBEN,MUÑOZ,11/9/1974,S,M,"$70,000 ",0,Bachelors,Professional,N
11452,ERIKA,RUBIO,11/5/1973,S,F,"$80,000 ",0,Bachelors,Professional,N
11453,STANLEY,MALHOTRA,8/21/1973,S,M,"$80,000 ",0,Bachelors,Professional,N
11454,MELINDA,NAVARRO,4/22/1974,S,F,"$80,000 ",0,Bachelors,Professional,N
11455,ROSS,SANZ,4/21/1974,M,M,"$100,000 ",0,High School,Management,Y
11456,JON,GAO,7/8/1974,M,M,"$120,000 ",5,Partial High School,Professional,Y
11457,JAIME,GUTIERREZ,5/21/1973,M,F,"$90,000 ",0,Bachelors,Professional,Y
11458,BIANCA,LIU,4/5/1973,M,F,"$100,000 ",0,High School,Management,Y
11459,TASHA,DENG,10/13/1972,S,F,"$80,000 ",0,Bachelors,Professional,N
11460,MELVIN,CHANDE,10/7/1972,S,M,"$90,000 ",0,Bachelors,Professional,N
11461,VICTOR,JIMENEZ,3/25/1972,S,M,"$90,000 ",0,Bachelors,Professional,N
11462,LAURA,LIN,1/19/1972,M,F,"$110,000 ",0,High School,Management,Y
11463,ALISHA,BECK,3/12/1972,M,F,"$110,000 ",0,High School,Management,N
11464,ALEJANDRO,HUANG,11/16/1971,M,M,"$90,000 ",0,Bachelors,Professional,Y
11465,LOUIS,LUO,2/19/1971,M,M,"$90,000 ",0,Bachelors,Professional,N
11466,GRANT,TANG,8/3/1971,M,M,"$150,000 ",0,Partial High School,Management,Y
11467,ARTURO,ZHENG,10/7/1969,M,M,"$170,000 ",1,Graduate Degree,Management,Y
11468,JACLYN,ANDERSEN,6/18/1975,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
11469,EDWIN,RAJI,4/16/1973,S,M,"$10,000 ",0,Partial High School,Manual,N
11470,JAY,SUAREZ,9/25/1973,S,M,"$20,000 ",0,Partial High School,Manual,N
11471,LATASHA,SUAREZ,9/25/1973,S,F,"$30,000 ",0,Partial College,Clerical,Y
11472,KENNETH,KUMAR,4/3/1963,S,M,"$60,000 ",3,Bachelors,Professional,Y
11473,GRACE,HENDERSON,8/2/1980,S,F,"$20,000 ",0,Partial High School,Manual,N
11474,MELVIN,XU,2/22/1980,S,M,"$20,000 ",0,Partial High School,Manual,Y
11475,CESAR,SUBRAM,10/9/1978,S,NA,"$30,000 ",0,High School,Manual,N
11476,ERIKA,NAVARRO,11/17/1974,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
11477,TRISTAN,HUGHES,6/25/1973,S,M,"$30,000 ",0,High School,Manual,N
11478,BILLY,HERNANDEZ,2/25/1973,S,M,"$30,000 ",0,High School,Manual,N
11479,DARRYL,WU,4/22/1973,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
11480,COLLEEN,MA,3/11/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
11481,ERICA,HU,5/23/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
11482,ADRIENNE,TORRES,7/19/1972,S,F,"$30,000 ",0,High School,Manual,N
11483,CALVIN,CHANDE,5/22/1972,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
11484,ERICK,SAI,3/6/1972,S,M,"$40,000 ",2,Partial College,Clerical,Y
11485,DONALD,CHANDRA,8/7/1972,M,M,"$40,000 ",2,Partial College,Clerical,N
11486,ARIANA,ROGERS,5/25/1971,S,F,"$10,000 ",0,Partial High School,Manual,Y
11487,MORGAN,JONES,7/9/1971,S,F,"$10,000 ",0,Partial High School,Manual,N
11488,JERMAINE,LOPEZ,9/21/1971,S,M,"$20,000 ",0,Partial High School,Manual,Y
11489,DEBORAH,GOEL,3/7/1971,S,F,"$20,000 ",0,Partial High School,Manual,N
11490,DANNY,RUBIO,1/6/1971,S,M,"$20,000 ",0,Partial High School,Manual,N
11491,ANDRE,PEREZ,4/6/1971,M,M,"$20,000 ",0,Partial High School,Manual,N
11492,TERRENCE,CHANDER,11/19/1971,S,M,"$30,000 ",0,High School,Manual,N
11493,DAWN,WU,12/2/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y
11495,FRANCIS,JIMENEZ,9/4/1971,S,M,"$40,000 ",2,Partial College,Clerical,Y
11496,GARY,ORTEGA,10/17/1970,S,M,"$40,000 ",2,Partial College,Clerical,Y
11497,KATRINA,NATH,11/26/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y
11499,PEDRO,VANCE,11/14/1974,S,M,"$40,000 ",3,Partial College,Clerical,Y
11500,SARAH,SIMMONS,9/18/1974,S,F,"$40,000 ",0,Graduate Degree,Skilled Manual,Y
11501,BRANDY,CHANDRA,7/7/1975,S,F,"$40,000 ",3,Partial College,Clerical,Y
11502,JARED,PETERSON,3/7/1975,S,M,"$40,000 ",4,Partial College,Clerical,Y
11503,DENNIS,WU,10/13/1930,M,M,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
11504,JORDAN,BAKER,4/20/1931,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y
11505,JASMINE,POWELL,7/7/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11506,NICHOLAS,BROWN,5/17/1966,S,M,"$60,000 ",0,Graduate Degree,Skilled Manual,N
11507,ISABELLA,RUSSELL,11/20/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11508,ELIZABETH,WILSON,7/7/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
11509,ROGER,HARUI,7/26/1953,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y
11510,SETH,ROBERTS,7/13/1953,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11511,CALEB,PERRY,6/14/1953,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11512,NATALIE,CAMPBELL,8/13/1954,S,F,"$20,000 ",3,Partial High School,Manual,Y
11513,ALYSSA,HOWARD,9/27/1954,S,F,"$20,000 ",3,Partial High School,Manual,N
11514,DALTON,DIAZ,4/20/1954,M,M,"$30,000 ",1,High School,Clerical,Y
11515,SHANNON,HUANG,2/25/1954,M,F,"$30,000 ",1,High School,Clerical,Y
11516,MYA,GONZALES,10/21/1954,M,F,"$30,000 ",1,High School,Clerical,Y
11517,KATHERINE,BRYANT,6/20/1954,M,F,"$40,000 ",1,Partial College,Clerical,Y
11518,EDWARD,WASHINGTON,5/10/1955,M,M,"$40,000 ",1,Partial College,Clerical,Y
11520,JADA,MORGAN,4/11/1955,M,F,"$40,000 ",1,Partial College,Clerical,Y
11521,ARIANA,PETERSON,12/9/1955,M,F,"$40,000 ",1,Partial College,Clerical,Y
11522,CHRISTIAN,HUGHES,12/23/1955,M,M,"$80,000 ",5,Graduate Degree,Skilled Manual,Y
11523,LUCAS,TAYLOR,8/10/1956,M,M,"$40,000 ",1,Partial College,Clerical,Y
11524,ALYSSA,JACKSON,1/23/1956,M,F,"$40,000 ",1,Partial College,Clerical,Y
11525,ARIANA,COOK,1/9/1956,M,F,"$40,000 ",1,Partial College,Clerical,Y
11526,KATHERINE,DIAZ,8/6/1956,M,NA,"$40,000 ",1,Partial College,Clerical,Y
11527,JENNA,GREEN,6/4/1956,M,F,"$40,000 ",1,Partial College,Clerical,Y
11528,JOAN,WASHINGTON,8/19/1957,M,F,"$40,000 ",1,Partial College,Clerical,Y
11529,AUSTIN,BRYANT,11/16/1957,M,M,"$40,000 ",1,Partial College,Clerical,Y
11530,ANDREW,MARTINEZ,7/26/1957,M,M,"$40,000 ",1,Partial College,Clerical,Y
11531,NINA,YUAN,1/7/1957,M,F,"$40,000 ",1,Partial College,Clerical,Y
11532,LAUREN,MILLER,2/26/1957,M,F,"$40,000 ",1,Partial College,Clerical,Y
11533,EBONY,GILL,7/21/1957,M,F,"$40,000 ",1,Partial College,Clerical,Y
11534,CAMERON,LEWIS,11/13/1958,S,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11535,DEVIN,NELSON,7/3/1958,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11536,LOGAN,CHOW,4/17/1958,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11537,DAKOTA,ROSS,3/24/1958,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11538,NICOLE,TAYLOR,8/28/1959,S,F,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11539,JUSTIN,WASHINGTON,8/22/1959,M,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11540,ALBERTO,NAVARRO,1/28/1959,S,M,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
11541,AIDAN,ROSS,4/12/1959,S,M,"$60,000 ",4,Graduate Degree,Skilled Manual,N
11542,ALEJANDRO,TANG,9/10/1968,S,M,"$20,000 ",1,Partial College,Manual,N
11543,SHEENA,CHANDE,2/17/1968,M,F,"$20,000 ",1,Partial College,Manual,Y
11544,JOEL,GARCIA,5/7/1968,M,M,"$30,000 ",1,Bachelors,Clerical,Y
11545,REGINALD,DOMINGUEZ,3/25/1968,M,M,"$30,000 ",1,Bachelors,Clerical,Y
11546,CHRISTINE,CHANDE,3/14/1968,M,F,"$30,000 ",1,Bachelors,Clerical,Y
11547,CINDY,SAI,3/8/1968,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
11549,CRYSTAL,LIANG,9/6/1968,M,F,"$40,000 ",0,Bachelors,Clerical,Y
11550,DEB,TORRES,8/8/1968,S,F,"$40,000 ",0,Bachelors,Clerical,Y
11551,SHANNON,ALVAREZ,5/25/1967,S,M,"$10,000 ",3,High School,Manual,Y
11552,EDDIE,RUBIO,5/27/1967,S,M,"$20,000 ",1,Partial College,Manual,N
11553,SHARON,LUO,9/9/1967,M,F,"$20,000 ",1,Partial College,Manual,Y
11554,SYDNEY,SIMMONS,9/28/1926,S,F,"$10,000 ",4,High School,Manual,Y
11555,ALEXANDRIA,HENDERSON,7/8/1926,M,F,"$40,000 ",1,Bachelors,Clerical,Y
11556,LUCAS,EVANS,5/14/1967,M,M,"$20,000 ",1,Partial College,Manual,Y
11557,FELICIA,RAMOS,1/15/1967,S,F,"$30,000 ",1,Bachelors,Clerical,N
11558,IVAN,MALHOTRA,8/22/1967,S,M,"$30,000 ",1,Bachelors,Clerical,N
11559,FREDERICK,SUBRAM,12/16/1967,S,M,"$30,000 ",1,Bachelors,Clerical,N
11560,WHITNEY,SRINI,8/13/1967,S,F,"$30,000 ",1,Bachelors,Clerical,N
11561,BRIANA,DOMINGUEZ,7/24/1966,S,F,"$10,000 ",5,Partial High School,Manual,Y
11562,JARROD,GONZALEZ,4/19/1966,M,M,"$20,000 ",1,High School,Manual,Y
11563,CESAR,SRINI,2/1/1966,S,M,"$20,000 ",1,High School,Manual,N
11564,JORGE,LIANG,7/12/1966,S,M,"$20,000 ",1,High School,Manual,N
11565,ERIK,DIAZ,7/2/1966,S,M,"$20,000 ",2,High School,Manual,Y
11566,APRIL,SHAN,9/2/1967,M,F,"$40,000 ",0,Bachelors,Clerical,Y
11567,CARLA,PEREZ,9/23/1967,M,F,"$40,000 ",0,Bachelors,Clerical,Y
11568,ALEXIA,FOSTER,10/23/1966,S,F,"$20,000 ",2,High School,Manual,Y
11569,TROY,MALHOTRA,5/10/1966,M,M,"$30,000 ",1,Bachelors,Clerical,Y
11570,KRISTIN,ANDERSEN,1/22/1966,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y
11571,JOEL,SAI,5/18/1966,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11572,BILLY,MORENO,3/15/1966,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11573,MEAGAN,SUBRAM,11/15/1965,S,F,"$20,000 ",2,High School,Manual,Y
11574,KARLA,LUO,7/17/1965,S,F,"$20,000 ",2,High School,Manual,Y
11575,JACKSON,CAMPBELL,4/21/1965,S,M,"$20,000 ",2,High School,Manual,Y
11576,MICAH,ZHU,2/10/1965,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11577,JANET,SERRANO,10/22/1965,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y
11578,TRISHA,HUANG,11/8/1964,S,F,"$10,000 ",3,Partial High School,Manual,Y
11579,CLAYTON,BECK,8/20/1964,S,M,"$20,000 ",3,High School,Manual,Y
11580,MELVIN,RAJE,9/12/1933,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y
11581,CINDY,JORDAN,9/4/1966,M,F,"$40,000 ",0,Bachelors,Professional,Y
11582,CLAUDIA,MA,4/13/1963,S,F,"$30,000 ",2,Partial College,Clerical,Y
11583,KARLA,XU,9/26/1965,S,F,"$30,000 ",2,Partial College,Clerical,Y
11584,DEVIN,CARTER,11/22/1965,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y
